tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name
"@Bilal_k_Basri مرحباً، يتم شحن المنتجات بعدة شحنات بسبب اختلاف البائعين لكل سلعة. يرجى العلم أنه  يتم دفع رسوم الدفع عند الاستلام ""17 ريال"" ورسوم الشحن ""12 ريال"" - إن وجدت - مرة واحدة بغض النظر عن عدد الشحنات إذا كانت جميع الشحنات لطلب واحد. شكراً لك.",1,979839622615314432,2018-03-30 21:55:45,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@hope_secretX مرحباً، يعتمد التوصيل على توفر المنتج من البائع وعلى المدينة التي سيتم التوصيل إليها، يمكنك معرفة التاريخ المتوقع للوصول عند اختيار المنتج واختيار المدينة التي سيتم التوصيل إليها. شكراً لك,1,979839499470548992,2018-03-30 21:55:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@sa_amh14 مرحباً، تم إلغاء الطلب حسب رغبتك و ستصل رسالة نصية تؤكد إلغاء الطلب. شكراً لك.,1,979816424922386433,2018-03-30 20:23:34,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@Beai_ مرحباً، يأتي معه يد تحكم، ويمكنك دائماً تفقد الباقة من المواصفات بصفحة البيع. شكراً!,1,979790566379663360,2018-03-30 18:40:49,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@Escoba_5 مرحباً ياسر، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,979790354563125249,2018-03-30 18:39:58,Falcon Social Media Management ,2,0,Kingdom of Saudi Arabia,noon,نون
@reeemma25 @W4zGN8KOxGMlq04 @Gggg043 مرحباً، هل من الممكن مشاركتنا رقم الطلب، عبر الخاص، لنتمكن من المساعدة؟,1,979789239067074560,2018-03-30 18:35:32,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@W4zGN8KOxGMlq04 @Gggg043 مرحباً، تم الإلغاء بنجاح. شكراً!,1,979779402799157248,2018-03-30 17:56:27,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@ALKingADNAN مرحباً، شكراً لاهتمامك بنون. جميع المنتجات التي يتم عرضها ضمن موقعنا جديدة كلياً وأصلية. طاب مسائك!,1,979777754060255232,2018-03-30 17:49:54,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@adnani_96 مرحباً، يمكنك الدخول على صفحة حسابك، وتغير رقم الهاتف من العنوان. شكراً!,1,979770755318779905,2018-03-30 17:22:05,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@iiiile_ مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,979767244686331905,2018-03-30 17:08:08,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@MonaAlharpi وعليكم السلام ورحمة الله وبركاته، لقد قمنا بإلغاء الرقم nsaa300140813. أما الرقم Nsaa300768493 ، فالطلب قيد الشحن، ولا يمكن إلغاءه الآن. يمكنك رفض الطلب عند الاستلام. شكراً!,1,979766989274189827,2018-03-30 17:07:08,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@S2Lvf مرحباً منار، شكراً لاهتمامك بنون. جميع المنتجات التي يتم عرضها ضمن موقعنا جديدة كلياً وأصلية. نتمنى لك يوماً سعيداً!,1,979766471470481410,2018-03-30 17:05:04,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@w_26_ وعليكم السلام ورحمة الله وبركاته، نرجو منك مشاركتنا رقم الطلب، وسبب الإلغاء عبر الخاص بالفيسبوك أو تويتر، لنتمكن من المساعدة. شكراً!,1,979766312791691265,2018-03-30 17:04:26,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@amal25738568 مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,979755367784644611,2018-03-30 16:20:57,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@SultanAL200 مرحباً، شكراً لاهتمامك بنون. جميع المنتجات التي يتم عرضها ضمن موقعنا جديدة كلياً وأصلية. طاب مسائك!,1,979748334658256896,2018-03-30 15:53:00,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Gajaj53846942 مرحباً، الطلب قيد الشحن ولا يمكن إلغاءه، ولكن يمكنك رفضه عند الاستلام. شكراً!,1,979746252391944192,2018-03-30 15:44:44,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@abu_s3eed الضمان من خلالنا، ويكون فقط عن طريق الحساب الشخصي. شكراً!,1,979745601163288577,2018-03-30 15:42:08,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@thelastsa1 مرحباً، المبلغ الإجمالي المطلوب تحصيله SAR 2665.00
وتاريخ التوصيل 4/4/2018. شكراً!",1,979742544534884352,2018-03-30 15:30:00,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@d_sdsd مرحباً، نرجو منك تفقد الخاص، حيث قمنا بالرد. شكراً!,1,979741956283731968,2018-03-30 15:27:39,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@abu_s3eed مرحباً، يتم كل شيء من الحساب الشخصي للمشتري نفسه. شكراً!,1,979741651928219648,2018-03-30 15:26:27,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@wardeee22 يتم التواصل عبر الهاتف، وقت التسليم وليس قبل. نقوم أيضاً بإطلاعك على كل التفاصيل عن طريق الرسائل النصية. شكراً!,1,979736261060677632,2018-03-30 15:05:01,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@wardeee22 تاريخ التوصيل 2/4/2018، ولكننا نعمل على تسليم الطلبيات قبل التاريخ المكتوب.,1,979735477929594880,2018-03-30 15:01:55,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Beai_ مرحباً، هذا الطلب قيد الشحن، ولا يمكن إلغاءه. يمكنك رفض الطلب عند الاستلام. شكراً!,1,979725637484150785,2018-03-30 14:22:49,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@lnAVB4tl9knAlA1 @mdoh98 هلا ابراهيم، سيتم التواصل معك على رقم الهاتف المسجل لدينا قريباً. شكراً لك!,1,979705595380076545,2018-03-30 13:03:10,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@lnAVB4tl9knAlA1 مرحباً، نرجو منك تفقد الخاص، حيث قمنا بالرد. شكراً!,1,979704114325180416,2018-03-30 12:57:17,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Kimnaif3 @9900Mo مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,979693208497213441,2018-03-30 12:13:57,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@9900Mo مرحباً، نحن نقدر لك كلماتك الغالية، كما نعدك دائماً، بالخدمة الأفضل. شكراً! #noonlove,1,979664691868946432,2018-03-30 10:20:38,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@iowejdan هلا وجدان، يرجى التواصل معنا عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً!
https://t.co/HuFASkzpDm",1,979648071113068544,2018-03-30 09:14:35,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Adnan32834450 هلا، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,979647852023631872,2018-03-30 09:13:43,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@TisTheCatQueen Hi, sorry to hear that! Would you please direct message us so that we can assist you better?
https://t.co/HuFASkzpDm",1,979644249569361925,2018-03-30 08:59:24,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@12Shmem هلا وعليكم لسلام، يرجى تزويدنا بتفاصيل طلبك عبر الخاص كي نتمكن من مساعدتك بشكل أفضل. شكراً!
https://t.co/HuFASkzpDm",1,979625116916174848,2018-03-30 07:43:23,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@SetoCrsto ""مرحباً،
يمكنك معرفة المزيد عن العروض و المنتجات المتاحة لدينا عبر التفضُّل بزيارة موقعنا https://t.co/L7Wyq18Kzg ، أو يمكنك تحميل التطبيق من هذه الروابط على جوالك:
android: https://t.co/nYfbnEZrYi أو iOS: https://t.co/2BWuMM5PEj",1,979624709670174720,2018-03-30 07:41:45,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@wo_119 مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,979555585690652672,2018-03-30 03:07:05,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@91_is مرحباً، شكراً لاهتمامك بنون. جميع المنتجات التي يتم عرضها ضمن موقعنا جديدة كلياً وأصلية. نتمنى لك يوماً سعيداً!,1,979545539946668037,2018-03-30 02:27:10,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@MajedKhobrani مرحباً. يؤسفنا سماع تجربتك معنا، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,979532874788626432,2018-03-30 01:36:50,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@1renvd1 @sa_amh14 سيتم توصيل الطلب لك في موعد أقصاه يوم الثاني من أبريل القادم.,1,979527851874619393,2018-03-30 01:16:53,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@1renvd1 @sa_amh14 مرحباً، تم إلغاء الطلب حسب رغبتك و ستصل رسالة نصية تؤكد إلغاء الطلب. شكراً لك.,1,979526731714482176,2018-03-30 01:12:26,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@sa_amh14 بإذن الله سيتم توصيل الطلب لك في خلال الفترة المحددة.,1,979517049348206592,2018-03-30 00:33:57,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@sa_amh14 مرحباً، طلبك الآن قيد الشحن و سيتم توصيله لك في الأول من أبريل القادم بإذن الله. شكراً لك.,1,979516159753097217,2018-03-30 00:30:25,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@Nawall_n0 مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,979494002134220801,2018-03-29 23:02:22,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@khalid_s21 مرحباً، طلبك الآن قيد الشحن من مستودعنا مدينة الرياض و سيتم توصيله لك قريباً بإذن الله. شكراً لك.,1,979493636667772928,2018-03-29 23:00:55,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@niiina64864136 مرحباً يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك، شكراً لك.
https://t.co/HuFASkzpDm",1,979491954135392258,2018-03-29 22:54:14,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@ronaldo789001 أجل يتم التوصيل إلى وادي الدواسر. شكراً لك.,1,979483258084888577,2018-03-29 22:19:41,Falcon Social Media Management ,1,1,Kingdom of Saudi Arabia,noon,نون
@amrgamalll مرحباً، يوجد كود خصم AKWAD يمكنك استخدامه على أي طلب شراء، يرجى العلم أن أعلى قيمة خصم يقدمها الكود هي 50 ريال على المشتريات التي بقيمة 500 فما فوق. و 10% للمشتريات التي أقل من 500 ريال. شكراً لك,1,979481508678422529,2018-03-29 22:12:44,Falcon Social Media Management ,1,1,Kingdom of Saudi Arabia,noon,نون
@S555524m مرحباً، مازالت بعض المدن غير مشمولة في التوصيل، ولكن سيتم التوصيل لجميع مدن المملكة قريباً. تابعنا لتبقى على اطلاع.,1,979479560667500544,2018-03-29 22:04:59,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@kd_q2 مرحباً، تم إلغاء الطلب حسب رغبتك و ستصل رسالة نصية تؤكد إلغاء الطلب. شكراً لك.,1,979475842324664320,2018-03-29 21:50:13,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
